Time,P1_sce3,P2_sce3,P3_sce3,H1_sce3,H2_sce3,H3_sce3,C1_sce3,C2_sce3,numHH_sce3,C_Emission_sce3,GDP_sce3,N_Emission_sce3,P1_sce4,P2_sce4,P3_sce4,H1_sce4,H2_sce4,H3_sce4,C1_sce4,C2_sce4,numHH_sce4,C_Emission_sce4,GDP_sce4,N_Emission_sce4
2082,4.365668422,8.583086465,1.390174972,3.842468031,0.270263223,3.359661248,2.061784959,0.94987458,106096.3102,572394959.4,12517.56609,70557354.92,4.362368162,7.696423713,1.428439991,3.84E+00,0.238415567,3.403250303,1.952149294,0.886343482,123320.3102,666944539.9,15819.71992,82061057.92
2083,4.365249192,8.447278904,1.396392764,3.842468031,0.265130214,3.364834332,2.044448982,0.940588886,106356.3102,583969005.2,12537.20226,72014550.25,4.361777699,7.508677794,1.435629762,3.84E+00,0.232737781,3.416395085,1.930718057,0.871968166,124152.3102,683359978.1,15944.01453,84116509.34
2084,4.364821884,8.30826918,1.402613382,3.842468031,0.260011608,3.370731204,2.027091291,0.930950045,106616.3102,595766096.5,12556.19962,73500068.16,4.361174139,7.315797764,1.442649765,3.84E+00,0.227284966,3.431515552,1.908939152,0.856721768,124984.3102,700137854.4,16067.24088,86218043.79
2085,4.364386349,8.166000093,1.408823485,3.842468031,0.254926782,3.377423167,2.009703589,0.92093283,106876.3102,607790361.2,12574.5432,75014437.17,4.360557214,7.117739513,1.449451555,3.84E+00,0.222097649,3.448879803,1.886667358,0.840483535,125816.3102,717285615.1,16189.38956,88366618.15
2086,4.363942439,8.020419142,1.415007208,3.842468031,0.249896977,3.38499226,1.992270597,0.9105082,107136.3102,620046001.3,12592.21749,76558195.48,4.359920239,6.914459268,1.455987172,3.84E+00,0.217199577,3.46878085,1.863700559,0.823106605,126683.3102,735015800.7,16317.20972,90588316.28
2087,4.363481574,7.871490509,1.421145118,3.842468031,0.244932963,3.393535583,1.97474127,0.899642105,107440.3102,632799609.5,12617.65049,78164005.29,4.359260939,6.705256338,1.46226635,3.84E+00,0.212579978,3.491423877,1.839761459,0.804381365,127589.3102,753371726,16451.1473,92888439.67
2088,4.363009181,7.719098896,1.427221248,3.842468031,0.240064077,3.403156714,1.957084317,0.88828826,107752.3102,645851997,12643.8036,79807435.15,4.358579684,6.488231496,1.468281364,3.84E+00,0.208244056,3.51751508,1.814340328,0.783876481,128525.3102,772319804.6,16589.85732,95262897.77
2089,4.362527545,7.563165631,1.43321126,3.842468031,0.235319592,3.413985189,1.939264865,0.876398418,108064.3102,659159899.2,12669.20783,81483335.97,4.357883153,6.264829079,1.473953883,3.84E+00,0.204197393,3.54721449,1.787421705,0.761532051,129461.3102,791691238.4,16727.77851,97691247.29
2090,4.362036492,7.403653983,1.43908906,3.842468031,0.230724669,3.426159111,1.921221659,0.863916127,108376.3102,672728109.6,12693.85104,83192322.54,4.357171034,6.034775993,1.479346081,3.84E+00,0.200366285,3.580592658,1.758712435,0.737078327,130397.3102,811494790.8,16865.06927,100174617.5
2091,4.36153585,7.240531679,1.444826698,3.842468031,0.226303898,3.439831406,1.902876122,0.850774439,108688.3102,686561508.3,12717.72466,84935020.98,4.35644301,5.797150581,1.484568443,3.84E+00,0.196621706,3.61771545,1.727933774,0.710204605,131333.3102,831739396.9,17002.09487,102714160.4
2092,4.36102544,7.073763748,1.45039614,3.842468031,0.22207926,3.455167256,1.884131389,0.836894317,109000.3102,700665064.2,12740.82703,86712069.04,4.355698759,5.550444739,1.48981361,3.84E+00,0.192773546,3.658489225,1.694863994,0.680573494,132269.3102,852434166.4,17139.41171,105311051
2093,4.360505082,6.903304386,1.455771267,3.842468031,0.218068055,3.472340498,1.864871433,0.822183081,109312.3102,715043836.2,12763.16701,88524116.23,4.354928359,5.292311829,1.4953788,3.84E+00,0.188556387,3.70261741,1.659344474,0.647820786,133250.3102,873885955.8,17286.39994,108003091.9
2094,4.359974592,6.729084566,1.460930662,3.842468031,0.214280247,3.491527883,1.844961383,0.806533124,109624.3102,729702974.5,12784.76883,90371824.1,4.354138141,5.019024839,1.501709037,3.84E+00,0.183674752,3.749533218,1.621371481,0.611537734,134238.3102,895865331,17436.93307,110762043.5
2095,4.359433783,6.550993973,1.465861262,3.842468031,0.210715215,3.512900937,1.824249479,0.789821027,109936.3102,744647723,12805.67846,92255866.41,4.353328494,4.724592819,1.509450284,3.84E+00,0.177779949,3.798360821,1.581055023,0.571216686,135237.3102,918410022.7,17593.59503,113592836
2096,4.358882465,6.368855565,1.470562928,3.842468031,0.207357953,3.536615296,1.802571171,0.771907267,110248.3102,759883420.3,12825.97183,94176929.4,4.352489785,4.396797766,1.519761591,3.84E+00,0.170419053,3.847801152,1.538227687,0.525850315,136277.3102,941745872.5,17765.17953,116523084.1
2097,4.358320444,6.182390709,1.475053926,3.842468031,0.204174882,3.562797654,1.779755773,0.752636547,110560.3102,775415501.7,12845.76537,96135712.02,4.351632189,4.019254175,1.534162301,3.84E+00,0.161272645,3.896112737,1.49317259,0.474282046,137317.3102,965605717.1,17950.28922,119520180.6
2098,4.357747522,5.991172131,1.479377264,3.842468031,0.201109649,3.591530806,1.755635829,0.731838664,110872.3102,791249500.7,12865.22965,98132926.14,4.350755357,3.555446094,1.556211977,3.84E+00,0.149792299,3.938160529,1.4457479,0.414382591,138357.3102,990000416.5,18161.00001,122585533.5
2099,4.357163501,5.794560673,1.483607842,3.842468031,0.198079479,3.622837656,1.730058892,0.709329462,111184.3102,807391051.1,12884.60725,100169296.8,4.349850833,2.902754688,1.59580796,3.84E+00,0.134807246,3.95920805,1.394345399,0.34087161,139432.3102,1015197381,18438.09681,125752262.1
2100,4.356568174,5.591619193,1.487860558,3.842468031,0.194972837,3.656665281,1.702900657,0.684910947,111496.3102,823845888.4,12904.23731,102245562.4,4.348920493,1.567516029,1.702334313,3.84E+00,0.111845813,3.874141933,1.331818732,0.23769176,140524.3102,1041088926,18941.36977,129006990.7
2101,4.355961336,5.380991418,1.492299978,3.842468031,0.191649232,3.692870016,1.674077473,0.658368838,111808.3102,840619851.7,12924.59106,104362475.2,4.347611031,0,1.847006735,1.37E+00,0.225441362,3.79808563,0.401234898,0.119793285,141616.3102,1075124408,18643.85251,131911704.3
2102,4.355342774,5.160721646,1.497153376,3.842468031,0.1879417,3.731203465,1.64355512,0.629464643,112120.3102,857718885.8,12946.32706,106520801.2,4.34653349,0,1.836256939,8.17E-01,0.880670774,3.839677453,0.170287904,0.124288339,142743.3102,1104383783,18788.63951,135402611.2
2103,4.354712273,4.927965059,1.502731444,3.842468031,0.183661702,3.771296455,1.611349497,0.597917296,112432.3102,875149042.8,12970.384,108721320.6,4.345459609,0,1.849420637,4.88E-01,0.68999062,3.782827725,0.21447149,0.140500417,143887.3102,1133777597,18921.97979,138972110.8
2104,4.354069615,4.678477629,1.509466777,3.842468031,0.1786045,3.812630617,1.577513193,0.563365319,112744.3102,892916484.1,12998.14956,110964828.1,4.34438193,0,1.851749841,2.92E-01,0.750451233,3.769618563,0.195990945,0.143866734,145032.3102,1163436513,19001.94082,142613421.1
2105,4.353414578,4.405620528,1.51799476,3.842468031,0.172549879,3.854467811,1.542098423,0.525291184,113056.3102,911027482.4,13031.79587,113252133.1,4.343278204,0,1.853258313,1.75E-01,0.732927921,3.75997145,0.193467591,0.143764184,146228.3102,1193934323,19073.69305,146382846.9
2106,4.352746934,4.098170935,1.529343657,3.842468031,0.165246165,3.895647338,1.505076564,0.482865063,113368.3102,929488423.4,13075.02125,115584060.1,4.342156354,0,1.852328509,1.04E-01,0.740678616,3.759976707,0.186068856,0.140212073,147424.3102,1224971361,19126.90414,150234974.8
2107,4.352057765,3.734728156,1.545447118,3.842468031,0.156331607,3.933937651,1.46613968,0.434591091,113713.3102,948582779.3,13141.08698,117995811.5,4.341012001,0,1.8505777,6.25E-02,0.740407372,3.763214039,0.17988106,0.135027388,148630.3102,1256700620,19170.56565,154183579.3
2108,4.351348271,3.265785563,1.570864715,3.842468031,0.145143848,3.963485218,1.42426023,0.37738018,114077.3102,968214163.5,13243.73762,120475282.9,4.339830766,0,1.848190198,3.73E-02,0.742823969,3.768866534,0.172888276,0.128732066,149878.3102,1289455595,19211.03514,158266189.8
2109,4.350624913,2.531222748,1.621034449,3.842468031,0.129801786,3.960872687,1.376156248,0.303471239,114441.3102,988230820.1,13433.11471,123003916.7,4.338624518,0,1.845499681,2.23E-02,0.744431606,3.775646178,0.165868136,0.121820737,151126.3102,1322919027,19243.7207,162442126.8
2110,4.349887433,0.38667741,1.80936806,3.842468031,0.100979097,3.72409285,1.307395496,0.185732396,114805.3102,1008639999,14085.20361,125582650.7,4.337379351,0,1.842629948,1.34E-02,0.746201203,3.783055471,0.158567037,0.114522351,152418.3102,1357512963,19277.50073,166762296.9
2111,4.348759389,0,1.832848253,1.174835308,0.449215549,3.861560468,0.200012107,0.110687531,115169.3102,1037339537,13347.89992,127796608.7,4.3361028,0,1.839682173,7.99E-03,0.747842662,3.790679231,0.151066396,0.106995899,153718.3102,1392955575,19306.04134,171191182.5
2112,4.347913127,0,1.841851109,0.702558653,0.843951312,3.817910721,0.217017358,0.134542799,115533.3102,1060151889,13329.83947,130521854.9,4.33479113,0,1.836712709,4.78E-03,0.749324617,3.798248694,0.143365914,0.099331459,155042.3102,1429417716,19331.84617,175749772.2
2113,4.34707834,0,1.851149483,0.420134344,0.70645638,3.778722641,0.208965698,0.145345471,115897.3102,1082854683,13339.2287,133285912.5,4.333439321,0,1.833758359,2.86E-03,0.750626825,3.805608108,0.135366823,0.09155472,156394.3102,1466971597,19355.31917,180446541.4
2114,4.346244378,0,1.854970704,0.25124289,0.742767438,3.759889248,0.207339668,0.1509273,116261.3102,1105661961,13293.70581,136095379.8,4.332056314,0,1.830839917,1.71E-03,0.751867991,3.812695035,0.127184488,0.083739209,157751.3102,1505426094,19373.33852,185258227.4
2115,4.34540463,0,1.856248381,0.150244775,0.733360429,3.752024746,0.201726743,0.151067984,116625.3102,1128707611,13235.68369,138954699.6,4.330625034,0,1.827991773,1.02E-03,0.752730383,3.819359043,0.118785811,0.075936803,159155.3102,1545216113,19393.25446,190238239.5
2116,4.344554944,0,1.855788119,0.089847289,0.737888415,3.750939833,0.197159621,0.148702615,116989.3102,1152076645,13162.56425,141867006.5,4.329157025,0,1.825241644,6.11E-04,0.753398639,3.825440093,0.110148405,0.068196584,160574.3102,1586063550,19408.74012,195352684.3
2117,4.343692667,0,1.854413659,5.37E-02,0.738376271,3.753539112,0.192093082,0.144686876,117353.3102,1175824293,13080.98862,144834643.8,4.327641057,0,1.822636013,3.65E-04,0.753522232,3.830699318,0.101227882,0.060545024,162030.3102,1628221400,19422.60117,200632627.4
2118,4.342816062,0,1.852516174,3.21E-02,0.740268025,3.758164151,0.186963416,0.13979289,117717.3102,1199987663,12992.42232,147859479.8,4.326090569,0,1.820186472,2.18E-04,0.753447837,3.835118877,0.092054702,0.053043681,163486.3102,1671346304,19429.4354,206036018.1
2119,4.341923945,0,1.850338058,1.92E-02,0.741734517,3.763864852,0.181684303,0.134366614,118081.3102,1224592863,12898.47045,150943100.9,4.324492926,0,1.817941213,1.31E-04,0.752687028,3.83847538,0.082696382,0.04576855,164978.3102,1715834173,19435.64807,211612092.3
2120,4.341015471,0,1.848000398,1.15E-02,0.743357382,3.770149947,0.176274711,0.128620121,118445.3102,1249659346,12799.82733,154086929.9,4.322841927,0,1.815945025,7.81E-05,0.750965681,3.840505497,0.073053479,0.038784362,166515.3102,1761822941,19441.40009,217377974.1
2121,4.340089998,0,1.845577117,6.87E-03,0.74490263,3.776725479,0.17074446,0.122669798,118809.3102,1275202570,12696.95752,157292298.2,4.321142923,0,1.814259844,4.67E-05,0.748097131,3.840931597,0.063083575,0.032155315,168075.3102,1809122287,19442.67231,223310205.3
2122,4.339147006,0,1.843109066,4.11E-03,0.746433583,3.783426109,0.16509127,0.116584877,119173.3102,1301235614,12590.08687,160560489.9,4.319405127,0,1.812924684,2.79E-05,0.743857013,3.839591795,0.052908827,0.025980227,169635.3102,1857512146,19436.21703,229381934.2
2123,4.338186047,0,1.84062301,2.46E-03,0.747909042,3.790142328,0.15931992,0.110408972,119537.3102,1327770178,12479.33163,163892769.5,4.317614414,0,1.811998592,1.67E-05,0.73688341,3.836194562,0.042616226,0.020351901,171236.3102,1907471748,19429.07412,235653061.7
2124,4.337201781,0,1.838136653,1.47E-03,0.749317325,3.796800606,0.153428102,0.104171145,119917.3102,1354997621,12367.65189,167312882.9,4.315754445,0,1.811561455,9.99E-06,0.724651512,3.830335108,0.032204771,0.015339452,172900.3102,1959306559,19423.2007,242161044.3
2125,4.336182144,0,1.835661346,8.79E-04,0.750602439,3.803352571,0.147366692,0.097889409,120333.3102,1383173350,12258.2125,170852031.5,4.312331127,0,1.811632702,5.97E-06,0.706518718,3.821988524,0.021931,0.011009042,174564.3102,2.01E+09,19606.73791,248858152
2126,4.335142626,0,1.833210327,5.25E-04,0.751896657,3.80973349,0.14117076,0.091585692,120749.3102,1411903093,12144.75443,174461715.6,4.302416607,0,1.812245975,3.57E-06,0.680964983,3.811045232,0.01263042,0.007421192,176232.3102,2.07E+09,19955.1869,255874681.8
2127,4.334082858,0,1.83079506,3.14E-04,0.753059823,3.815891633,0.134856357,0.085276458,121165.3102,1441197666,12027.24122,178143303.2,4.286770571,0,1.813438437,2.14E-06,0.623195086,3.797377089,0.00559703,0.004614031,177991.3102,2.12E+09,20322.65934,263338482.7
2128,4.333002455,0,1.828424625,1.88E-04,0.754125938,3.821783297,0.12840983,0.078977064,121581.3102,1471067950,11905.60997,181898185.4,4.21679184,0,1.815170031,1.28E-06,0.580943747,3.781521493,0.00187726,0.0026285,179759.3102,2.19E+09,20692.44282,272388281.6
2129,4.331901033,0,1.826110878,1.12E-04,0.755064193,3.827352128,0.121835543,0.072706285,121997.3102,1501524942,11779.795,185727777.4,4.066104541,0,1.817318377,7.64E-07,0.559621767,3.764321867,0.000520103,0.001385864,181539.3102,2.25E+09,21065.37325,283838433
2130,4.3307782,0,1.823866449,6.72E-05,0.755857593,3.832537492,0.115128313,0.066484395,122413.3102,1532579791,11649.72677,189633519.9,3.82848375,0,1.819720262,4.57E-07,0.545381763,3.746721253,0,0.000683884,183374.3102,2.33E+09,21450.46562,298108054.3
2131,4.329633561,0,1.821706049,4.02E-05,0.756484432,3.837268717,0.10828632,0.060334948,122829.3102,1564243818,11515.33242,193616880.8,3.50041079,0,1.822146887,2.73E-07,0.533736452,3.729953206,0,0.000317838,185246.3102,2.41E+09,21844.00926,315477942.8
2132,4.328466715,0,1.819646506,2.40E-05,0.756914279,3.841464959,0.101306398,0.054284844,123245.3102,1596528533,11376.53819,197679355.3,3.081029353,0,1.824422057,1.63E-07,0.52257483,3.714930947,0,0,187149.3102,2.51E+09,22244.74969,336192905.9
2133,4.327277255,0,1.817707136,1.44E-05,0.757111005,3.845033482,0.094185102,0.048364915,123661.3102,1629445648,11233.26924,201822466.9,2.571263516,0,1.826506256,9.77E-08,0.511815407,3.701727349,0,0,189073.3102,2.61E+09,22650.56309,360451769.5
2134,4.326064767,0,1.815910035,8.59E-06,0.757025366,3.847868383,0.086919076,0.04261029,124077.3102,1663007079,11085.45085,206047768.4,1.9739161,0,1.82832047,5.84E-08,0.501277513,3.691002451,0,0,191054.3102,2.72E+09,23068.86211,388496109.9
2135,4.324828829,0,1.81428021,5.14E-06,0.756590344,3.849850059,0.07950492,0.037060523,124493.3102,1697224958,10933.00912,210356842,1.292425531,0,1.829790105,3.49E-08,0.490956586,3.683006456,0,0,193082.3102,2.84E+09,23497.45675,420472167.4
2136,4.323569014,0,1.812845554,3.07E-06,0.755711376,3.850845458,0.071939937,0.031759417,124909.3102,1732111638,10775.87216,214751300.5,0.530726268,0,1.830855349,2.09E-08,0.48084816,3.678160925,0,0,195110.3102,2.97E+09,23926.4216,456422364.3
2137,4.322284885,0,1.811636504,1.84E-06,0.754249528,3.850709942,0.064223104,0.026754287,125325.3102,1767679696,10613.97197,219232787.5,0,0,1.830837672,1.25E-08,0.470947858,3.666675443,0,0,197224.3102,3.14E+09,24362.93471,259460770
2138,4.320976,0,1.810685223,1.10E-06,0.751992665,3.849291415,0.056356965,0.022094481,125741.3102,1803941937,10447.24751,223802978.2,0,0,1.831309792,7.47E-09,0.461251396,3.663937177,0,0,199356.3102,4.95E+09,24882.34831,283864458.1
2139,4.319639561,0,1.810024275,6.57E-07,0.748599559,3.846437567,0.048351396,0.017828906,126165.3102,1841026602,10277.12281,228478143.7,0,0,1.831475655,4.47E-09,0.451754577,3.663148915,0,0,201523.3102,6.81E+09,25411.2845,309015470.2
2140,4.31825225,0,1.809683852,3.93E-07,0.743260167,3.84201233,0.040206501,0.0140013,126633.3102,1.88E+09,10109.17724,233327881.2,0,0,1.831662124,2.67E-09,0.44245329,3.66228397,0,0,203753.3102,8.73E+09,25955.67898,334981101.2
2141,4.316837681,0,1.809688992,2.35E-07,0.735150194,3.835895767,0.03194966,0.010646794,127101.3102,1.92E+09,9936.193264,238274946,0,0,1.831846333,1.60E-09,0.43334351,3.661399418,0,0,206022.3102,1.07E+10,26510.65484,361761745.4
2142,4.315006169,0,1.81005906,1.41E-07,0.723147577,3.828006158,0.023753411,0.007790305,127569.3102,1.96E+09,9850.675676,243329883.2,0,0,1.83205236,9.56E-10,0.424421293,3.660430476,0,0,208316.3102,1.27E+10,27073.41848,389370186.6
2143,4.30908793,0,1.810799926,8.41E-08,0.708976294,3.818339984,0.015944135,0.005439077,128037.3102,2.00E+09,9949.490383,248579762.2,0,0,1.832258624,5.71E-10,0.415682778,3.65943108,0,0,210693.3102,1.48E+10,27656.16153,417920468.8
2144,4.299665427,0,1.811902045,5.03E-08,0.68027631,3.807003847,0.009181408,0.003586086,128505.3102,2.04E+09,10048.3607,254019843.9,0,0,1.832482172,3.42E-10,0.407124182,3.658379248,0,0,213085.3102,1.70E+10,28244.88199,447356635.5
2145,4.286673956,0,1.813325263,3.01E-08,0.62153181,3.794265571,0.004118854,0.002196666,128973.3102,2.08E+09,10147.29017,259659243.8,0,0,1.832711722,2.04E-10,0.398741802,3.657257501,0,0,215547.3102,1.92E+10,28851.15595,477792315.3
2146,4.223373238,0,1.815018771,1.80E-08,0.587802132,3.780561762,0.001410692,0.001244104,129441.3102,2.13E+09,10246.60152,266670628.3,0,0,1.832947329,1.22E-10,0.390532008,3.656140546,0,0,218050.3102,2.15E+10,29469.11604,509229743.6
2147,4.097924391,0,1.816882659,1.07E-08,0.568950999,3.76657742,0.000412027,0.000661566,129909.3102,2.18E+09,10346.39277,275435423.9,0,0,1.833203539,7.31E-11,0.382491248,3.654902355,0,0,220598.3102,2.38E+10,30099.75533,541716639.8
2148,3.905645203,0,1.818779408,6.43E-09,0.555426039,3.753095769,0,0.00033354,130377.3102,2.24E+09,10446.70826,286177145.5,0,0,1.833457412,4.37E-11,0.374616041,3.653684371,0,0,223221.3102,2.63E+10,30749.49082,575344209.1
2149,3.643394682,0,1.820591773,3.84E-09,0.543780873,3.740835474,0,0.000160424,130818.3102,2.30E+09,10541.94871,299030514.7,0,0,1.833732755,2.61E-11,0.366902979,3.652386332,0,0,225873.3102,2.88E+10,31408.95022,610093406
2150,3.309893052,0,1.822134121,2.30E-09,0.532576249,3.730689774,0,0,131234.3102,2.36E+09,10632.52762,314148853.2,0,0,1.834012183,1.56E-11,0.359348722,3.651042078,0,0,228603.3102,3.14E+10,32088.52344,646090173.1
